"week","weekly_total","weekly_inf1","weekly_inf2","weekly_inf3","weekly_inf4","weekly_p1","weekly_p2","weekly_p3","weekly_p4","weekly_y1","weekly_y2","weekly_y3","weekly_y4","date"
25,76,44,2,13,17,0.578947368421053,0.0263157894736842,0.171052631578947,0.223684210526316,926.299058797472,27.3360811179612,317.572675386415,412.846952326738,2000-06-24
26,77,42,2,13,20,0.545454545454545,0.025974025974026,0.168831168831169,0.25974025974026,964.997805855969,43.2979993562875,362.253854372316,436.252662941818,2000-07-01
27,80,41,4,17,18,0.5125,0.05,0.2125,0.225,1025.51573446405,48.6849368403761,399.485298185628,456.240238816941,2000-07-08
28,79,44,1,17,17,0.556962025316456,0.0126582278481013,0.215189873417722,0.215189873417722,1099.70529521997,54.1746603296972,402.687694104528,473.002873581537,2000-07-15
29,82,47,0,18,17,0.573170731707317,0,0.219512195121951,0.207317073170732,1132.37876245993,68.0479103095704,405.158120120627,500.629198583705,2000-07-22
30,98,54,3,20,21,0.551020408163265,0.0306122448979592,0.204081632653061,0.214285714285714,1154.76329589502,69.7675001195345,424.890870611214,484.233593290427,2000-07-29
31,74,44,1,20,9,0.594594594594595,0.0135135135135135,0.27027027027027,0.121621621621622,1167.40301449744,53.0234192139914,436.991360371476,477.557066275038,2000-08-05
32,83,42,0,21,20,0.506024096385542,0,0.253012048192771,0.240963855421687,1166.07362834795,43.2071004084719,435.217893156264,458.103159135193,2000-08-12
33,92,55,2,19,16,0.597826086956522,0.0217391304347826,0.206521739130435,0.173913043478261,1148.60381456351,38.0359722157519,444.626256632883,426.625325340573,2000-08-19
34,74,38,1,18,17,0.513513513513513,0.0135135135135135,0.243243243243243,0.22972972972973,1110.20285028165,31.2226474562877,453.576806697667,389.745234502057,2000-08-26
35,70,39,2,21,8,0.557142857142857,0.0285714285714286,0.3,0.114285714285714,1067.81938692917,27.8879895791749,446.083923026368,381.903337063867,2000-09-02
36,72,45,1,15,11,0.625,0.0138888888888889,0.208333333333333,0.152777777777778,1016.77879919021,26.918237622269,412.969145617477,360.355981193856,2000-09-09
37,63,44,1,10,8,0.698412698412698,0.0158730158730159,0.158730158730159,0.126984126984127,936.713014410141,28.85079410681,387.405053000736,314.750508356274,2000-09-16
38,63,34,3,17,9,0.53968253968254,0.0476190476190476,0.26984126984127,0.142857142857143,871.724701632105,26.2472283172435,368.224352050509,261.335402960492,2000-09-23
39,45,23,0,16,6,0.511111111111111,0,0.355555555555556,0.133333333333333,833.558671461443,24.3342619341463,328.460533357666,222.276687533191,2000-09-30
40,65,38,1,17,9,0.584615384615385,0.0153846153846154,0.261538461538462,0.138461538461538,769.161118942922,28.3960175702779,293.524355845215,195.967496755934,2000-10-07
41,40,18,1,14,7,0.45,0.025,0.35,0.175,666.27374681632,27.6549107025316,285.02444098804,170.454744158312,2000-10-14
42,62,28,2,21,11,0.451612903225806,0.032258064516129,0.338709677419355,0.17741935483871,596.183263220257,22.4926245728561,278.74725892355,149.550564686977,2000-10-21
43,34,18,0,13,3,0.529411764705882,0,0.382352941176471,0.0882352941176471,532.187216735331,18.1528721205365,267.025048067182,138.84982211266,2000-10-28
44,38,21,0,16,1,0.552631578947368,0,0.421052631578947,0.0263157894736842,478.385590975134,19.2327866642797,273.153194818364,139.412115948903,2000-11-04
45,43,20,0,16,7,0.465116279069767,0,0.372093023255814,0.162790697674419,424.975666591234,18.450730323426,276.010215796701,134.19810591645,2000-11-11
46,20,8,0,9,3,0.4,0,0.45,0.15,389.034859201792,13.0154043699298,275.038225648102,106.244366224077,2000-11-18
47,21,10,0,10,1,0.476190476190476,0,0.476190476190476,0.0476190476190476,370.110358980147,7.65750698495577,272.510617906175,87.7738675879585,2000-11-25
48,24,11,0,11,2,0.458333333333333,0,0.458333333333333,0.0833333333333333,325.546237013859,4.10418233645906,247.609355136542,79.7300431722159,2000-12-02
49,23,8,0,9,6,0.347826086956522,0,0.391304347826087,0.260869565217391,269.496218988511,2.09404051292614,225.934078582442,63.6551885787272,2000-12-09
50,18,9,0,8,1,0.5,0,0.444444444444444,0.0555555555555556,228.766421560192,1.03989108396941,210.25280124781,53.1358495071929,2000-12-16
51,22,12,0,5,5,0.545454545454545,0,0.227272727272727,0.227272727272727,210.363007154149,0.50852957011054,197.750674028046,57.7891960956799,2000-12-23
52,21,8,1,10,2,0.380952380952381,0.0476190476190476,0.476190476190476,0.0952380952380952,200.856824177961,0.246472167861422,180.858130909029,61.4210938513545,2000-12-30
53,9,3,1,2,3,0.333333333333333,0.111111111111111,0.222222222222222,0.333333333333333,199.646782200846,0.54882632421451,168.182816098122,63.4236854985532,2001-01-06
54,23,10,0,12,1,0.434782608695652,0,0.521739130434783,0.0434782608695652,197.953473593336,4.94920729033512,167.165844284493,63.3742094792189,2001-01-13
55,15,7,0,4,4,0.466666666666667,0,0.266666666666667,0.266666666666667,178.491619813174,11.1771921940178,155.874781128962,62.0074855506569,2001-01-20
56,19,5,0,11,3,0.263157894736842,0,0.578947368421053,0.157894736842105,164.542138146426,11.5091806551185,158.735252950706,60.0852779529613,2001-01-27
57,18,9,0,7,2,0.5,0,0.388888888888889,0.111111111111111,178.312661570974,8.04608125161077,172.423345382101,61.638153815063,2001-02-03
58,20,5,1,10,4,0.25,0.05,0.5,0.2,185.622634526348,4.70123601668516,178.583265249974,69.2880878110114,2001-02-10
59,27,10,0,13,4,0.37037037037037,0,0.481481481481481,0.148148148148148,194.272889936068,2.55265727790494,195.235413787213,74.2986966267936,2001-02-17
60,29,10,0,17,2,0.344827586206897,0,0.586206896551724,0.0689655172413793,196.788631801182,4.2058777071193,217.430224334967,76.856183003465,2001-02-24
61,26,9,0,14,3,0.346153846153846,0,0.538461538461538,0.115384615384615,212.814735892767,8.34715260494885,266.814990550042,87.1949149903934,2001-03-03
62,32,8,0,13,11,0.25,0,0.40625,0.34375,230.158103609508,7.82706617503596,336.740009808908,94.2107558605185,2001-03-10
63,34,14,0,17,3,0.411764705882353,0,0.5,0.0882352941176471,250.231294799102,5.20139638034905,387.853651903789,94.1172037425519,2001-03-17
64,39,10,0,20,9,0.256410256410256,0,0.512820512820513,0.230769230769231,264.206785355471,2.95746851303035,423.093777880793,133.209738560902,2001-03-24
65,36,6,0,24,6,0.166666666666667,0,0.666666666666667,0.166666666666667,291.248022105216,1.55610741083917,453.979377162364,170.932928070155,2001-03-31
66,39,8,0,24,7,0.205128205128205,0,0.615384615384615,0.179487179487179,327.662856566621,0.785661823476774,507.565363488361,198.606524034974,2001-04-07
67,40,10,0,23,7,0.25,0,0.575,0.175,328.469615580811,0.387684023969749,592.286860101685,210.253188219149,2001-04-14
68,57,10,0,37,10,0.175438596491228,0,0.649122807017544,0.175438596491228,307.116577067271,0.18882043518242,686.788818436498,206.244098011848,2001-04-21
69,43,12,0,22,9,0.27906976744186,0,0.511627906976744,0.209302325581395,306.716811534023,0.0912726940091323,741.148909283104,219.62250480474,2001-04-28
70,63,14,0,37,12,0.222222222222222,0,0.587301587301587,0.19047619047619,313.369747422802,0.0439259583966435,836.396473023882,255.005670150492,2001-05-05
71,63,11,0,45,7,0.174603174603175,0,0.714285714285714,0.111111111111111,327.278438692615,0.021085479986488,933.243323177287,288.96278010029,2001-05-12
72,69,13,0,43,13,0.188405797101449,0,0.623188405797101,0.188405797101449,364.017240107214,0.0101062849815086,998.611790273203,316.397203924549,2001-05-19
73,70,16,0,43,11,0.228571428571429,0,0.614285714285714,0.157142857142857,405.265793403816,0.00483968778194512,1120.47967096593,324.963263604671,2001-05-26
74,83,17,0,51,15,0.204819277108434,0,0.614457831325301,0.180722891566265,404.125861841303,0.00231643604292182,1258.59214333301,335.951804489766,2001-06-02
75,83,13,0,55,15,0.156626506024096,0,0.662650602409639,0.180722891566265,428.639573279919,0.00110839306221453,1362.12339735113,350.155013352225,2001-06-09
76,106,9,0,78,19,0.0849056603773585,0,0.735849056603774,0.179245283018868,470.342155645108,0.000530264216404922,1449.52189404128,392.267313939718,2001-06-16
77,114,24,0,65,25,0.210526315789474,0,0.570175438596491,0.219298245614035,481.778526975536,0.000253657438923208,1560.47219103248,433.710233131002,2001-06-23
78,106,18,0,64,24,0.169811320754717,0,0.60377358490566,0.226415094339623,453.856768673967,0.000121332749960843,1720.29607422344,468.39267503357,2001-06-30
79,129,11,0,93,25,0.0852713178294574,0,0.720930232558139,0.193798449612403,471.744734716051,5.80355704276026e-05,1845.7997677727,522.580214458722,2001-07-07
80,123,20,0,89,14,0.16260162601626,0,0.723577235772358,0.113821138211382,499.347616573386,2.77589072679174e-05,1877.86516035326,592.612888237744,2001-07-14
81,127,17,1,80,29,0.133858267716535,0.0078740157480315,0.62992125984252,0.228346456692913,478.206325707457,1.32771808776459e-05,2000.98098927519,631.279996743775,2001-07-21
82,128,17,1,89,21,0.1328125,0.0078125,0.6953125,0.1640625,459.322202460817,1.40486783275855,2152.16457531838,615.378383899613,2001-07-28
83,113,16,0,81,16,0.141592920353982,0,0.716814159292035,0.141592920353982,454.941431892578,6.23059170226253,2196.35159469987,594.762359404013,2001-08-04
84,125,18,0,92,15,0.144,0,0.736,0.12,442.270968390815,9.58583724908244,2158.50044427315,584.669489614496,2001-08-11
85,117,18,1,80,18,0.153846153846154,0.00854700854700855,0.683760683760684,0.153846153846154,418.26791539958,11.426111519365,2111.34469360183,534.311173157308,2001-08-18
86,125,23,0,83,19,0.184,0,0.664,0.152,404.003283566776,8.97059057367429,2041.93882913597,456.860145895475,2001-08-25
87,108,10,0,80,18,0.0925925925925926,0,0.740740740740741,0.166666666666667,395.270908847246,7.11013080057246,1949.77309800951,422.530463023489,2001-09-01
88,119,18,0,79,22,0.151260504201681,0,0.663865546218487,0.184873949579832,389.703890710116,8.29610908261236,1844.11107964484,402.577189478591,2001-09-08
89,99,12,0,70,17,0.121212121212121,0,0.707070707070707,0.171717171717172,369.013553061987,7.00009030899896,1739.7434619434,383.20565753582,2001-09-15
90,93,12,0,67,14,0.129032258064516,0,0.720430107526882,0.150537634408602,337.282962372739,4.46334641977248,1635.56747237952,375.964971316381,2001-09-22
91,68,9,0,44,15,0.132352941176471,0,0.647058823529412,0.220588235294118,305.059470950835,2.47528057551515,1508.40905108601,362.816723561525,2001-09-29
92,94,13,0,66,15,0.138297872340426,0,0.702127659574468,0.159574468085106,262.9266177336,1.28093569836388,1389.18894606299,329.926863714354,2001-10-06
93,75,14,0,53,8,0.186666666666667,0,0.706666666666667,0.106666666666667,227.528318405829,0.639608993148739,1230.12276213254,297.204351402345,2001-10-13
94,70,5,1,52,12,0.0714285714285714,0.0142857142857143,0.742857142857143,0.171428571428571,205.709774634244,0.313346657234978,1115.59844767468,268.936704762046,2001-10-20
95,50,8,0,30,12,0.16,0,0.6,0.24,208.698367206383,0.481714798873119,1041.25652105896,237.960564242178,2001-10-27
96,66,5,0,54,7,0.0757575757575758,0,0.818181818181818,0.106060606060606,197.626140577475,3.19337521795475,963.465934800332,209.939440809633,2001-11-03
97,36,5,1,24,6,0.138888888888889,0.0277777777777778,0.666666666666667,0.166666666666667,163.750257470499,4.69325670178542,854.586549131987,199.965094763428,2001-11-10
98,52,2,0,37,13,0.0384615384615385,0,0.711538461538462,0.25,139.587553126017,3.69555832026225,779.791873035003,186.180248831375,2001-11-17
99,26,4,0,15,7,0.153846153846154,0,0.576923076923077,0.269230769230769,119.288287210266,3.55848579716139,721.229237736558,161.065704901383,2001-11-24
100,41,3,0,31,7,0.0731707317073171,0,0.75609756097561,0.170731707317073,97.2737756628966,5.61204208257206,649.601400853933,154.784384872067,2001-12-01
101,30,3,0,22,5,0.1,0,0.733333333333333,0.166666666666667,74.5569727046149,5.27698464017059,573.122791878714,166.607091701645,2001-12-08
102,29,3,0,18,8,0.103448275862069,0,0.620689655172414,0.275862068965517,67.9720157742797,3.54411661301461,519.371815693007,157.716871937179,2001-12-15
103,27,0,0,21,6,0,0,0.777777777777778,0.222222222222222,63.0882967798411,2.02974105870313,498.783406622026,143.676313216886,2001-12-22
104,29,4,1,21,3,0.137931034482759,0.0344827586206897,0.724137931034483,0.103448275862069,59.5766161792362,1.07333467344512,468.070601213862,134.244929085077,2001-12-29
105,30,2,0,22,6,0.0666666666666667,0,0.733333333333333,0.2,53.7775718847299,1.66195112678581,444.217403634361,134.268673657803,2002-01-05
106,19,2,0,14,3,0.105263157894737,0,0.736842105263158,0.157894736842105,51.4099101339401,5.34976155206263,452.133444412049,123.662076767083,2002-01-12
107,19,1,0,15,3,0.0526315789473684,0,0.789473684210526,0.157894736842105,51.0140154842717,6.13040258389964,459.922680266583,114.206189328718,2002-01-19
108,23,1,0,17,5,0.0434782608695652,0,0.739130434782609,0.217391304347826,51.4641979196107,4.42858205925315,445.230846865478,106.84825874369,2002-01-26
109,20,0,0,17,3,0,0,0.85,0.15,49.1766316857041,2.62286012984776,425.979167661094,96.2042783714351,2002-02-02
110,18,2,0,14,2,0.111111111111111,0,0.777777777777778,0.111111111111111,43.3199180879203,1.41123975366175,426.435258188618,95.3714509449148,2002-02-09
111,27,2,0,22,3,0.0740740740740741,0,0.814814814814815,0.111111111111111,31.6303227005047,0.721964431730008,430.972810475526,98.8658525399399,2002-02-16
112,20,0,0,14,6,0,0,0.7,0.3,28.2422019595788,0.359153635821601,436.61356293761,92.477095044237,2002-02-23
113,18,1,0,16,1,0.0555555555555556,0,0.888888888888889,0.0555555555555556,37.8133370461843,0.175822495715747,450.656175488654,86.5077170506441,2002-03-02
114,22,1,0,18,3,0.0454545454545455,0,0.818181818181818,0.136363636363636,35.779032723866,0.0852679341968335,464.37316577731,102.55025204839,2002-03-09
115,26,4,0,18,4,0.153846153846154,0,0.692307692307692,0.153846153846154,27.6668600698854,0.0411222015870628,488.024060011898,107.54774140858,2002-03-16
116,30,1,0,24,5,0.0333333333333333,0,0.8,0.166666666666667,26.2520739696821,0.0197661554898495,530.494719313597,95.904008366026,2002-03-23
117,33,0,0,30,3,0,0,0.909090909090909,0.0909090909090909,39.1251845726363,0.00948206692385808,558.01395151651,100.811318296762,2002-03-30
118,38,7,0,27,4,0.184210526315789,0,0.710526315789474,0.105263157894737,59.804788897018,0.00454323844713759,587.012818194914,116.277596918095,2002-04-06
119,40,4,0,29,7,0.1,0,0.725,0.175,59.1898908887872,0.00217529344354155,706.642954915666,121.309876111838,2002-04-13
120,29,2,1,20,6,0.0689655172413793,0.0344827586206897,0.689655172413793,0.206896551724138,77.3374042902209,0.00104108186081798,811.649371054859,127.33734080972,2002-04-20
121,48,4,0,42,2,0.0833333333333333,0,0.875,0.0416666666666667,109.089133230274,0.0501250970203514,881.898354144527,144.001937889269,2002-04-27
122,48,7,1,34,6,0.145833333333333,0.0208333333333333,0.708333333333333,0.125,116.881570209106,3.58812642144887,894.03204867158,168.144941548054,2002-05-04
123,49,4,0,37,8,0.0816326530612245,0,0.755102040816326,0.163265306122449,118.550024805458,9.38760667385168,939.900375212655,165.783839673573,2002-05-11
124,44,5,1,30,8,0.113636363636364,0.0227272727272727,0.681818181818182,0.181818181818182,138.11113649683,12.54924796256,1089.97523506279,155.850090361139,2002-05-18
125,68,10,0,50,8,0.147058823529412,0,0.735294117647059,0.117647058823529,160.637470102349,15.3822672842197,1167.96883363494,188.758393439012,2002-05-25
126,66,9,2,45,10,0.136363636363636,0.0303030303030303,0.681818181818182,0.151515151515152,167.811980857042,16.747014275761,1175.65015400226,217.099554202066,2002-06-01
127,65,8,2,49,6,0.123076923076923,0.0307692307692308,0.753846153846154,0.0923076923076923,187.712763713071,17.4139804785284,1239.76016252052,233.811831309517,2002-06-08
128,82,12,0,50,20,0.146341463414634,0,0.609756097560976,0.24390243902439,233.966380596696,22.3284751781933,1359.89364901996,255.266703782037,2002-06-15
129,72,7,2,51,12,0.0972222222222222,0.0277777777777778,0.708333333333333,0.166666666666667,255.215657926344,34.8064230597904,1445.02823692675,268.115660209092,2002-06-22
130,71,9,1,49,12,0.126760563380282,0.0140845070422535,0.690140845070423,0.169014084507042,270.145932919204,37.6457830538562,1449.16155253169,311.692660276244,2002-06-29
131,59,10,1,39,9,0.169491525423729,0.0169491525423729,0.661016949152542,0.152542372881356,288.159332108347,37.7388424269859,1449.32954691146,370.893922592399,2002-07-06
132,66,6,0,52,8,0.0909090909090909,0,0.787878787878788,0.121212121212121,279.573294676982,39.8843695282621,1464.86858518311,381.943701966316,2002-07-13
133,61,8,1,43,9,0.131147540983607,0.0163934426229508,0.704918032786885,0.147540983606557,268.78373272855,33.9131305451865,1414.7351718713,349.999538326924,2002-07-20
134,89,9,2,60,18,0.101123595505618,0.0224719101123595,0.674157303370786,0.202247191011236,249.344748937291,27.4625989956409,1339.51237204452,306.615405341617,2002-07-27
135,80,9,1,60,10,0.1125,0.0125,0.75,0.125,222.444884357651,23.2530679818592,1285.56646999601,278.035169102236,2002-08-03
136,66,12,2,43,9,0.181818181818182,0.0303030303030303,0.651515151515151,0.136363636363636,209.872518816796,23.6793221290961,1288.88119066428,281.583095495978,2002-08-10
137,56,5,0,42,9,0.0892857142857143,0,0.75,0.160714285714286,212.358351325365,30.7339272726171,1321.79752193215,306.657594962624,2002-08-17
138,73,5,1,50,17,0.0684931506849315,0.0136986301369863,0.684931506849315,0.232876712328767,217.285447766032,33.727167386925,1272.52406115694,284.053458784051,2002-08-24
139,47,3,1,38,5,0.0638297872340425,0.0212765957446809,0.808510638297872,0.106382978723404,205.834767914505,28.5615550259902,1158.19888306855,249.194390644332,2002-08-31
140,57,8,1,39,9,0.140350877192982,0.0175438596491228,0.684210526315789,0.157894736842105,171.074054890098,22.3305182391467,1056.48607812908,247.967010854393,2002-09-07
141,52,5,0,39,8,0.0961538461538462,0,0.75,0.153846153846154,133.460981693909,19.1883218750658,964.92872047346,237.501428982373,2002-09-14
142,40,2,0,32,6,0.05,0,0.8,0.15,124.479894820159,17.2220482025802,890.179378642972,199.896449919427,2002-09-21
143,42,2,0,31,9,0.0476190476190476,0,0.738095238095238,0.214285714285714,118.892850765272,14.8653901072367,809.531303911773,174.607918113196,2002-09-28
144,40,10,0,24,6,0.25,0,0.6,0.15,96.7708298691054,10.2851982310902,734.399556615344,154.738271177787,2002-10-05
145,35,4,0,25,6,0.114285714285714,0,0.714285714285714,0.171428571428571,74.3122551713369,6.00596645968747,659.410653261231,144.484336759123,2002-10-12
146,35,4,0,22,9,0.114285714285714,0,0.628571428571429,0.257142857142857,77.9875404040305,3.19899343061963,583.185681876414,133.056704499415,2002-10-19
147,32,5,1,21,5,0.15625,0.03125,0.65625,0.15625,87.6781920519881,1.62342535354555,508.469333163433,120.707488399645,2002-10-26
148,33,6,0,18,9,0.181818181818182,0,0.545454545454545,0.272727272727273,85.2956050903812,0.973632649623277,452.043701115139,120.735587196935,2002-11-02
149,26,2,0,16,8,0.0769230769230769,0,0.615384615384615,0.307692307692308,79.7753408602081,3.06302789469883,410.116298979186,119.36676752947,2002-11-09
150,31,4,0,17,10,0.129032258064516,0,0.548387096774194,0.32258064516129,81.5783191001566,4.87000808390172,370.260551247971,116.175263691415,2002-11-16
151,20,2,0,15,3,0.1,0,0.75,0.15,76.9157360062881,4.01271048658015,342.19063414588,121.809289252269,2002-11-23
152,22,3,0,12,7,0.136363636363636,0,0.545454545454545,0.318181818181818,67.1178164267588,2.51152957160537,321.340453936124,131.826082811981,2002-11-30
153,18,2,0,13,3,0.111111111111111,0,0.722222222222222,0.166666666666667,63.2437906444071,1.38631982575663,296.840487861714,134.295894888182,2002-12-07
154,20,3,0,9,8,0.15,0,0.45,0.4,58.7992668195427,0.718382891415868,271.974023715652,123.595663729601,2002-12-14
155,8,0,0,6,2,0,0,0.75,0.25,52.044810820154,0.359852923837625,260.637134275364,112.000603803309,2002-12-21
156,9,2,0,4,3,0.222222222222222,0,0.444444444444444,0.333333333333333,49.3482052227608,0.176863429334716,250.976631728275,108.939538054778,2002-12-28
157,13,0,1,9,3,0,0.0769230769230769,0.692307692307692,0.230769230769231,43.1337642916059,0.0859775103008791,218.800884173017,105.806451018312,2003-01-04
158,12,1,0,9,2,0.0833333333333333,0,0.75,0.166666666666667,34.9136119395081,0.271617533075967,180.329063788601,93.8709728586679,2003-01-11
159,16,1,0,9,6,0.0625,0,0.5625,0.375,29.7156624427423,3.66256304685527,159.003897197467,82.0543645496564,2003-01-18
160,5,0,1,3,1,0,0.2,0.6,0.2,23.9715201179351,6.48372270782141,165.401000497572,71.1181691702123,2003-01-25
161,15,0,2,9,4,0,0.133333333333333,0.6,0.266666666666667,21.6289837598574,5.5368577074359,180.786532514885,71.4457376114142,2003-02-01
162,8,0,2,5,1,0,0.25,0.625,0.125,19.5376564124411,7.56231192809284,184.131619621103,79.8566286439703,2003-02-08
163,14,0,2,6,6,0,0.142857142857143,0.428571428571429,0.428571428571429,14.0271533073881,18.0413848715591,188.391280272559,85.2638905355908,2003-02-15
164,15,0,0,10,5,0,0,0.666666666666667,0.333333333333333,8.41715868099429,31.7242884860465,184.725143997791,80.8086187978161,2003-02-22
165,14,0,2,7,5,0,0.142857142857143,0.5,0.357142857142857,4.57150482229685,42.3502360163942,178.176397819982,92.83995914777,2003-03-01
166,17,0,1,11,5,0,0.0588235294117647,0.647058823529412,0.294117647058824,2.35141518334045,43.1214657795637,198.251911137746,111.319028104983,2003-03-08
167,16,0,4,7,5,0,0.25,0.4375,0.3125,1.17322689372203,42.0521996048593,218.894070948085,127.109467396045,2003-03-15
168,18,0,1,14,3,0,0.0555555555555556,0.777777777777778,0.166666666666667,0.575256423807793,42.0865841420082,248.461695526086,139.142882906744,2003-03-22
169,16,0,2,10,4,0,0.125,0.625,0.25,0.279208052863319,52.5962946647222,265.924694529041,148.951649366969,2003-03-29
170,12,0,2,5,5,0,0.166666666666667,0.416666666666667,0.416666666666667,0.134708870602421,64.1941658906955,293.920598510687,141.246748757269,2003-04-05
171,22,0,2,16,4,0,0.0909090909090909,0.727272727272727,0.181818181818182,0.0647629136644443,57.9796616564373,332.159255776893,137.884921579013,2003-04-12
172,24,1,2,16,5,0.0416666666666667,0.0833333333333333,0.666666666666667,0.208333333333333,0.0310701971068308,61.6887668691403,326.733547621016,137.976739045207,2003-04-19
173,16,0,3,8,5,0,0.1875,0.5,0.3125,0.0239544210166178,68.453719009973,331.073402396677,150.189938999113,2003-04-26
174,15,0,1,6,8,0,0.0666666666666667,0.4,0.533333333333333,2.66601994689368,71.4834955217501,387.612162490116,157.131132565445,2003-05-03
175,17,1,1,14,1,0.0588235294117647,0.0588235294117647,0.823529411764706,0.0588235294117647,8.89351228869352,72.5942595047015,421.261073649596,161.558206012085,2003-05-10
176,30,0,4,17,9,0,0.133333333333333,0.566666666666667,0.3,11.1672080936708,74.1347819043916,386.74038461789,182.320904119167,2003-05-17
177,25,1,3,15,6,0.04,0.12,0.6,0.24,14.6299492914154,67.8058935070873,370.70005475123,179.493789100565,2003-05-24
178,36,0,3,18,15,0,0.0833333333333333,0.5,0.416666666666667,13.5352791875576,74.5418276915972,402.998086621329,175.146952276163,2003-05-31
179,24,1,3,11,9,0.0416666666666667,0.125,0.458333333333333,0.375,14.1617834860065,76.7221857786185,446.183107973239,194.970431603769,2003-06-07
180,40,1,8,20,11,0.025,0.2,0.5,0.275,14.3901426542476,93.3727951675624,486.26227121162,252.519996679491,2003-06-14
181,38,0,4,25,9,0,0.105263157894737,0.657894736842105,0.236842105263158,13.4992230904838,103.981289630285,490.516064931053,310.820796458528,2003-06-21
182,42,1,7,12,22,0.0238095238095238,0.166666666666667,0.285714285714286,0.523809523809524,20.290838772979,113.629034509989,489.197027077604,321.090046369667,2003-06-28
183,32,0,4,16,12,0,0.125,0.5,0.375,20.7191485469696,142.061479670045,531.818025290282,313.662906737328,2003-07-05
184,41,0,5,23,13,0,0.121951219512195,0.560975609756098,0.317073170731707,18.2082404536731,163.063096900039,560.800221914153,356.204436708638,2003-07-12
