"week","weekly_total","weekly_inf1","weekly_inf2","weekly_inf3","weekly_inf4","weekly_p1","weekly_p2","weekly_p3","weekly_p4","weekly_y1","weekly_y2","weekly_y3","weekly_y4","date"
0,19,0,1,12,6,0,0.0526315789473684,0.631578947368421,0.315789473684211,8.55176000307887,10.6386948843158,152.784665785828,143.25974185847,2000-01-01
1,17,1,0,11,5,0.0588235294117647,0,0.647058823529412,0.294117647058824,12.5577194835875,12.6871099478151,174.597076214495,155.566959186878,2000-01-08
2,13,0,0,10,3,0,0,0.769230769230769,0.230769230769231,11.0307043398024,14.603131149919,185.232664858071,151.513633367584,2000-01-15
3,13,0,0,7,6,0,0,0.538461538461538,0.461538461538462,11.5177507136879,13.2825441461279,208.487753958114,144.709291089877,2000-01-22
4,14,0,0,12,2,0,0,0.857142857142857,0.142857142857143,9.77702854829198,9.06670898518758,240.688188977733,131.394567660149,2000-01-29
5,23,0,0,15,8,0,0,0.652173913043478,0.347826086956522,6.41444719604853,5.26419113536534,251.652122622118,116.893162843202,2000-02-05
6,11,0,0,9,2,0,0,0.818181818181818,0.181818181818182,3.64835385847696,2.80747459244139,251.39141750242,111.124679682695,2000-02-12
7,19,0,0,15,4,0,0,0.789473684210526,0.210526315789474,1.92426618883212,1.42978472312357,284.523674287599,124.484301308132,2000-02-19
8,28,0,0,22,6,0,0,0.785714285714286,0.214285714285714,0.973885435481242,0.709499396647693,309.618626669051,128.105170148957,2000-02-26
9,20,0,0,16,4,0,0,0.8,0.2,0.481517476509278,0.346834104231603,346.313365842418,120.80565769004,2000-03-04
10,21,0,0,18,3,0,0,0.857142857142857,0.142857142857143,0.234877899033081,0.168060014826838,421.204845089741,125.673135375144,2000-03-11
11,19,0,0,16,3,0,0,0.842105263157895,0.157894736842105,0.113662270164072,0.0810091233485695,483.496948221642,139.237841236468,2000-03-18
12,24,0,0,21,3,0,0,0.875,0.125,0.0547443788693144,0.0389265757913945,518.492935775949,136.442045491496,2000-03-25
13,23,1,0,19,3,0.0434782608695652,0,0.826086956521739,0.130434782608696,0.0262930003117447,0.0186700827673967,542.239608179857,126.615843364811,2000-04-01
14,23,0,0,20,3,0,0,0.869565217391304,0.130434782608696,0.0215917099529215,0.0089445810486036,580.754094849579,119.094301790729,2000-04-08
15,31,0,0,25,6,0,0,0.806451612903226,0.193548387096774,2.64869196148468,0.00428235806839163,640.713122348639,114.340826900443,2000-04-15
16,38,1,0,34,3,0.0263157894736842,0,0.894736842105263,0.0789473684210526,8.87028667245528,0.00204942672213641,664.515057866381,109.173554134636,2000-04-22
17,32,0,0,29,3,0,0,0.90625,0.09375,11.2079739435993,0.000980569849868851,719.386700809492,124.747012522961,2000-04-29
18,42,1,0,34,7,0.0238095238095238,0,0.80952380952381,0.166666666666667,14.8144688278101,0.000469097828219716,828.759117822006,135.973392438669,2000-05-06
19,44,1,0,39,4,0.0227272727272727,0,0.886363636363636,0.0909090909090909,15.2990347056162,0.000224394446473216,936.265450811269,130.988221778574,2000-05-13
20,38,1,0,32,5,0.0263157894736842,0,0.842105263157895,0.131578947368421,19.1291933904379,0.000107334534134751,1024.48374628944,138.262702645423,2000-05-20
21,57,2,0,44,11,0.0350877192982456,0,0.771929824561403,0.192982456140351,23.0750669804625,5.13398213137845e-05,1109.15693016421,155.712907662816,2000-05-27
22,53,1,1,48,3,0.0188679245283019,0.0188679245283019,0.905660377358491,0.0566037735849057,23.860019029044,2.45562436056831e-05,1160.11548397826,169.774079893906,2000-06-03
23,57,2,0,50,5,0.0350877192982456,0,0.87719298245614,0.087719298245614,31.3067766155056,0.671746288532363,1214.76883832544,189.190712028039,2000-06-10
24,63,3,0,54,6,0.0476190476190476,0,0.857142857142857,0.0952380952380952,37.6660240260202,6.31614641350569,1311.58076977986,208.45804833278,2000-06-17
25,69,1,0,57,11,0.0144927536231884,0,0.826086956521739,0.159420289855072,44.6601937171797,9.3406854563212,1400.1029573647,199.048397758933,2000-06-24
26,79,1,1,71,6,0.0126582278481013,0.0126582278481013,0.89873417721519,0.0759493670886076,54.0798830568001,7.28382933200248,1499.59326235758,189.696873132937,2000-07-01
27,65,1,0,53,11,0.0153846153846154,0,0.815384615384615,0.169230769230769,59.0861314307696,4.71872550801343,1613.01074549576,198.552876769411,2000-07-08
28,76,0,0,68,8,0,0,0.894736842105263,0.105263157894737,52.5073825692974,7.15044924201135,1715.74736351022,215.715212161105,2000-07-15
29,80,1,2,70,7,0.0125,0.025,0.875,0.0875,44.0572105375235,9.42754008390794,1734.43493412781,234.97001189474,2000-07-22
30,75,2,1,65,7,0.0266666666666667,0.0133333333333333,0.866666666666667,0.0933333333333333,33.4489341851767,7.50595404780814,1731.40707716807,236.710408152668,2000-07-29
31,84,1,0,78,5,0.0119047619047619,0,0.928571428571429,0.0595238095238095,26.1152341309344,11.4529504632989,1743.71238263327,228.617129251495,2000-08-05
32,90,0,1,75,14,0,0.0111111111111111,0.833333333333333,0.155555555555556,25.175979854247,21.7840833548303,1721.03792133796,212.511676256186,2000-08-12
33,84,1,0,78,5,0.0119047619047619,0,0.928571428571429,0.0595238095238095,27.3131690367908,20.9580753496393,1685.7566612636,190.627879068287,2000-08-19
34,89,1,1,80,7,0.0112359550561798,0.0112359550561798,0.898876404494382,0.0786516853932584,24.8746450682306,16.8742402745603,1679.65259182283,193.168405498833,2000-08-26
35,72,1,0,67,4,0.0138888888888889,0,0.930555555555556,0.0555555555555556,21.7151353042541,14.7324603209994,1693.21928516551,193.345270629457,2000-09-02
36,89,1,0,80,8,0.0112359550561798,0,0.898876404494382,0.0898876404494382,19.8161028684,13.9867387991622,1671.15366046454,170.652894278852,2000-09-09
37,65,2,0,56,7,0.0307692307692308,0,0.861538461538462,0.107692307692308,18.4282290197461,11.2326940920137,1594.79828078622,146.100187086213,2000-09-16
38,59,2,1,53,3,0.0338983050847458,0.0169491525423729,0.898305084745763,0.0508474576271186,17.2823453442868,7.1341204744339,1532.86832948057,126.269323817719,2000-09-23
39,71,0,0,67,4,0,0,0.943661971830986,0.0563380281690141,22.5543910515152,3.98750767773079,1410.14433378027,123.000031594622,2000-09-30
40,54,1,0,48,5,0.0185185185185185,0,0.888888888888889,0.0925925925925926,25.4716859321317,3.87887435004215,1244.6361053139,114.805002084733,2000-10-07
41,45,0,0,44,1,0,0,0.977777777777778,0.0222222222222222,23.5866067020708,5.73210319945492,1138.59937629302,96.8019650200834,2000-10-14
42,47,0,0,45,2,0,0,0.957446808510638,0.0425531914893617,19.7194677357408,4.98805827764876,1051.71052725006,86.00788229152,2000-10-21
43,37,0,0,36,1,0,0,0.972972972972973,0.027027027027027,14.1744541782011,3.2034984516903,951.668025299792,72.4564590535305,2000-10-28
44,37,1,0,36,0,0.027027027027027,0,0.972972972972973,0,8.5813615190877,1.78592944274669,859.340689953935,57.2477172965875,2000-11-04
45,26,1,0,22,3,0.0384615384615385,0,0.846153846153846,0.115384615384615,5.25340466617441,0.928509184813841,783.479609818398,43.4676908868451,2000-11-11
46,27,0,0,26,1,0,0,0.962962962962963,0.037037037037037,6.23192825244916,0.465426878911673,708.537565135859,29.2814391647397,2000-11-18
47,34,0,0,32,2,0,0,0.941176470588235,0.0588235294117647,8.77500816904662,0.228699385883873,632.39491866393,23.6750317154612,2000-11-25
48,26,1,0,25,0,0.0384615384615385,0,0.961538461538462,0,9.11298104272482,0.111125333673417,563.883520841691,27.4056230482655,2000-12-02
49,23,0,0,23,0,0,0,1,0,6.97164055427687,0.0536493488371446,535.295578239894,27.7286350252737,2000-12-09
50,23,0,0,23,0,0,0,1,0,7.49305114400722,0.025803745014443,530.273458960129,24.7789058504238,2000-12-16
51,17,0,0,16,1,0,0,0.941176470588235,0.0588235294117647,7.51336049995276,0.0123832810265073,517.400411429908,17.5668253524261,2000-12-23
52,24,1,1,22,0,0.0416666666666667,0.0416666666666667,0.916666666666667,0,5.39543048639469,0.00593489255250143,489.60341546604,10.6959625520195,2000-12-30
53,20,0,0,19,1,0,0,0.95,0.05,3.94826353348904,0.00861558392245866,465.619951103121,9.10487353845343,2001-01-06
54,14,0,1,13,0,0,0.0714285714285714,0.928571428571429,0,6.46690224877397,1.71560508985386,449.23654264371,9.78191738163255,2001-01-13
55,19,1,0,18,0,0.0526315789473684,0,0.947368421052632,0,7.16972983569002,7.07122651892182,446.753618447654,11.5748562031311,2001-01-20
56,12,0,0,12,0,0,0,1,0,5.2302784275122,11.8969430958243,426.218860470438,10.5668762693885,2001-01-27
57,18,1,0,17,0,0.0555555555555556,0,0.944444444444444,0,5.0700979695234,11.0528730484118,419.077647441273,7.17567949211521,2001-02-03
58,24,0,1,23,0,0,0.0416666666666667,0.958333333333333,0,8.59809216515922,7.41147450817133,411.275122255582,4.15012936821959,2001-02-10
