"week","weekly_total","weekly_inf1","weekly_inf2","weekly_inf3","weekly_inf4","weekly_p1","weekly_p2","weekly_p3","weekly_p4","weekly_y1","weekly_y2","weekly_y3","weekly_y4","date"
0,7,1,3,0,3,0.142857142857143,0.428571428571429,0,0.428571428571429,32.5998990613547,59.9765542011858,10.4900213344074,180.714009552921,2000-01-01
1,20,0,7,1,12,0,0.35,0.05,0.6,35.5746477747007,72.3655589368357,20.5903650281103,203.276211815574,2000-01-08
2,6,1,1,1,3,0.166666666666667,0.166666666666667,0.166666666666667,0.5,31.2044717195253,77.4429662457191,23.6252391274422,182.73089866316,2000-01-15
3,12,0,1,2,9,0,0.0833333333333333,0.166666666666667,0.75,24.1065132335044,91.719174160093,21.5020239272802,176.422123785529,2000-01-22
4,11,0,3,0,8,0,0.272727272727273,0,0.727272727272727,19.7594457746737,88.722962869999,23.6309553122889,178.588901477166,2000-01-29
5,15,0,2,1,12,0,0.133333333333333,0.0666666666666667,0.8,14.5101103495245,70.1149569519977,27.9854859353725,173.61479214684,2000-02-05
6,6,0,0,0,6,0,0,0,1,8.94522763701875,62.7896508474343,29.0413114480729,188.6978456716,2000-02-12
7,15,0,3,2,10,0,0.2,0.133333333333333,0.666666666666667,4.94112440144213,61.1581066028299,26.6000720104158,215.482539585109,2000-02-19
8,9,0,2,1,6,0,0.222222222222222,0.111111111111111,0.666666666666667,2.56692311966493,52.5908598921713,21.4419560839094,239.018385359631,2000-02-26
9,13,0,2,3,8,0,0.153846153846154,0.230769230769231,0.615384615384615,1.28830389674518,52.1324199133001,23.2084650283261,252.585817246141,2000-03-04
10,14,1,3,3,7,0.0714285714285714,0.214285714285714,0.214285714285714,0.5,0.63391025837486,55.4636744367555,29.4317400945379,252.931438694971,2000-03-11
11,13,0,1,4,8,0,0.0769230769230769,0.307692307692308,0.615384615384615,0.316885183889179,57.0204846715175,43.9198767767979,248.259354578617,2000-03-18
12,23,0,4,6,13,0,0.173913043478261,0.260869565217391,0.565217391304348,2.67228158279271,66.9648676660569,57.7377431269609,245.333622646893,2000-03-25
13,18,0,4,5,9,0,0.222222222222222,0.277777777777778,0.5,8.57302477251024,70.1701363520023,80.4492860766232,250.095372253906,2000-04-01
14,20,0,3,8,9,0,0.15,0.4,0.45,9.02771371497358,80.2522516129834,111.353556483631,280.38152485383,2000-04-08
15,18,0,5,5,8,0,0.277777777777778,0.277777777777778,0.444444444444444,6.24533168274132,96.2243694868887,142.988392358404,316.359724255321,2000-04-15
16,21,0,4,6,11,0,0.19047619047619,0.285714285714286,0.523809523809524,3.60887058154001,108.235202498749,172.984784812975,329.583363743576,2000-04-22
17,28,0,6,11,11,0,0.214285714285714,0.392857142857143,0.392857142857143,1.91193220259615,120.273186874671,192.465071845303,318.54611000447,2000-04-29
18,26,0,4,6,16,0,0.153846153846154,0.230769230769231,0.615384615384615,0.968109660861372,135.628265213101,215.231302784957,332.943561949464,2000-05-06
19,20,0,7,5,8,0,0.35,0.25,0.4,0.478252118039226,154.945957998608,249.917820205994,356.379892355979,2000-05-13
20,39,0,7,14,18,0,0.179487179487179,0.358974358974359,0.461538461538462,0.233013670034352,170.608329786154,262.09937335535,388.678207975212,2000-05-20
21,35,0,5,12,18,0,0.142857142857143,0.342857142857143,0.514285714285714,0.112638516775506,178.409987607418,249.916519377959,401.625249668295,2000-05-27
22,28,0,8,11,9,0,0.285714285714286,0.392857142857143,0.321428571428571,0.0542040583141545,192.350099176209,281.644252752637,431.817291510989,2000-06-03
23,32,0,7,10,15,0,0.21875,0.3125,0.46875,0.026016469667082,207.930021905048,340.763095995957,492.859524699721,2000-06-10
24,53,0,10,16,27,0,0.188679245283019,0.30188679245283,0.509433962264151,0.0124685356745071,215.939764941954,353.492252900514,488.857459267209,2000-06-17
25,46,0,14,14,18,0,0.304347826086957,0.304347826086957,0.391304347826087,0.00597048258507977,226.907331056426,351.777168347611,481.415210363665,2000-06-24
26,43,0,8,16,19,0,0.186046511627907,0.372093023255814,0.441860465116279,0.00285752150897872,253.084457545499,375.244799800804,524.264946188098,2000-07-01
27,40,0,10,9,21,0,0.25,0.225,0.525,0.00136724787266992,288.088975636342,407.377109239864,577.576023786651,2000-07-08
28,42,0,12,18,12,0,0.285714285714286,0.428571428571429,0.285714285714286,0.000654086721646975,300.867948327166,431.480124323369,589.796552056617,2000-07-15
29,50,0,10,14,26,0,0.2,0.28,0.52,0.00031288438126803,292.82248466981,416.844348837615,564.861296185408,2000-07-22
30,52,0,16,13,23,0,0.307692307692308,0.25,0.442307692307692,0.000149661498636017,294.993246846897,398.152649112668,531.824487215373,2000-07-29
31,44,0,10,17,17,0,0.227272727272727,0.386363636363636,0.386363636363636,7.15852752479023e-05,291.450078569456,386.065955628725,520.863258745975,2000-08-05
32,50,0,16,16,18,0,0.32,0.32,0.36,3.42397220994391e-05,303.255746121418,369.113842016422,537.516200944056,2000-08-12
33,55,0,14,16,25,0,0.254545454545455,0.290909090909091,0.454545454545455,1.6376941505603e-05,313.066558586458,367.355994608793,525.285766680419,2000-08-19
34,38,0,10,14,14,0,0.263157894736842,0.368421052631579,0.368421052631579,7.8330905895736e-06,309.663064664349,365.299220615545,491.216436470904,2000-08-26
35,57,0,14,23,20,0,0.245614035087719,0.403508771929825,0.350877192982456,3.74655632213945e-06,295.9166997863,362.210697105567,473.508789370982,2000-09-02
36,37,0,8,20,9,0,0.216216216216216,0.540540540540541,0.243243243243243,1.79196983666246e-06,281.366551947033,350.808915566393,442.068320335158,2000-09-09
37,45,0,12,14,19,0,0.266666666666667,0.311111111111111,0.422222222222222,8.57094567510776e-07,276.196299278575,356.219960630732,400.943682787006,2000-09-16
38,31,0,12,12,7,0,0.387096774193548,0.387096774193548,0.225806451612903,4.09945928407203e-07,252.615937786924,378.768009514204,353.35093187433,2000-09-23
39,36,0,6,16,14,0,0.166666666666667,0.444444444444444,0.388888888888889,1.96075934744102e-07,230.41215025991,363.295880570391,315.647958180756,2000-09-30
40,28,0,11,13,4,0,0.392857142857143,0.464285714285714,0.142857142857143,9.37825300638066e-08,216.41740505271,313.128239073762,276.954848208605,2000-10-07
41,29,0,10,8,11,0,0.344827586206897,0.275862068965517,0.379310344827586,4.48558983594963e-08,190.209336717892,277.573183513819,240.898741766069,2000-10-14
42,26,0,4,11,11,0,0.153846153846154,0.423076923076923,0.423076923076923,2.14544384814217e-08,177.773782489681,259.59175254674,205.103155454537,2000-10-21
43,21,0,6,7,8,0,0.285714285714286,0.333333333333333,0.380952380952381,1.0261591786754e-08,173.690487375882,229.959032200166,171.611175066735,2000-10-28
44,19,0,7,8,4,0,0.368421052631579,0.421052631578947,0.210526315789474,4.908087642781e-09,153.197014345458,202.094020383443,169.771506024664,2000-11-04
45,16,1,2,8,5,0.0625,0.125,0.5,0.3125,2.34752313286889e-09,123.776008178755,180.063426164103,167.872453350096,2000-11-11
46,6,0,3,3,0,0,0.5,0.5,0,0.0772459133251243,111.210227112165,161.334126488536,151.048129450058,2000-11-18
47,14,0,5,8,1,0,0.357142857142857,0.571428571428571,0.0714285714285714,2.3100862865059,100.158250980363,148.703478643409,126.825995290823,2000-11-25
48,12,1,4,4,3,0.0833333333333333,0.333333333333333,0.333333333333333,0.25,4.89235835683261,83.5418083275039,134.182361698917,93.6946004081629,2000-12-02
49,16,0,3,10,3,0,0.1875,0.625,0.1875,5.39182603282154,77.2105936405989,121.09914853364,63.7147008953774,2000-12-09
50,9,1,3,4,1,0.111111111111111,0.333333333333333,0.444444444444444,0.111111111111111,7.33277079919203,79.0611043609984,118.170384140671,49.7813807155324,2000-12-16
51,14,0,8,5,1,0,0.571428571428571,0.357142857142857,0.0714285714285714,6.87573555501904,75.4044653230838,122.921931991495,43.8480608002184,2000-12-23
52,10,0,3,5,2,0,0.3,0.5,0.2,6.24633547790376,74.0304444575089,124.295317240523,41.6193652276051,2000-12-30
53,10,0,4,5,1,0,0.4,0.5,0.1,8.06831218111045,88.7648665440008,121.511090473938,37.3247493561693,2001-01-06
54,9,0,3,5,1,0,0.333333333333333,0.555555555555556,0.111111111111111,7.170020739052,95.8448756203475,119.461931178291,35.9549981831715,2001-01-13
55,12,0,4,8,0,0,0.333333333333333,0.666666666666667,0,4.7393013900173,94.7324122532127,117.59160209281,34.7111100668475,2001-01-20
56,12,0,6,5,1,0,0.5,0.416666666666667,0.0833333333333333,2.69967328713895,92.2666869142106,115.951954245894,31.1027524192143,2001-01-27
57,9,0,5,4,0,0,0.555555555555556,0.444444444444444,0,1.4246261920878,91.3821988658537,135.227370887058,25.0086528304162,2001-02-03
58,13,0,7,5,1,0,0.538461538461538,0.384615384615385,0.0769230769230769,0.721254833472136,109.345410995201,146.859662726861,18.5926732713816,2001-02-10
59,10,0,2,7,1,0,0.2,0.7,0.1,0.356712310885085,121.915203651194,141.674226408903,17.9734173679809,2001-02-17
60,12,0,6,5,1,0,0.5,0.416666666666667,0.0833333333333333,0.174044368511643,137.406553061559,134.482908052847,19.2573256824788,2001-02-24
61,16,0,6,10,0,0,0.375,0.625,0,0.0842421757273161,140.104275672433,147.879081701766,19.6276332199292,2001-03-03
62,13,0,6,5,2,0,0.461538461538462,0.384615384615385,0.153846153846154,0.040581589706952,142.114945166138,174.13734138558,25.1203522155634,2001-03-10
63,17,0,10,7,0,0,0.588235294117647,0.411764705882353,0,0.0194933916511963,161.761551595218,202.239056775081,24.1702379030924,2001-03-17
